response,model_id,term,estimate,std.error,statistic,p_value
occupancy_trend,species_trait_driver,(Intercept),-0.034894344917597214,0.033917778294346446,-1.028792175441914,0.30530229642682255
occupancy_trend,species_trait_driver,clutch_size,0.003026282119290564,0.0016002103624293247,1.891177679099815,0.060609080650096965
occupancy_trend,species_trait_driver,longevity_y,8.199637002992248e-4,5.58738365983918e-4,1.4675271114688866,0.14441347729577161
occupancy_trend,species_trait_driver,maturity_y,0.005856364018213545,0.006677713986444726,0.8770013256185482,0.3819466745535016
occupancy_trend,species_trait_driver,avonet_hwi,0.0010007154821319358,2.593769938639577e-4,3.8581505137529954,1.7182986929738228e-4
occupancy_trend,species_trait_driver,log_elev_range,-0.0018516133726316898,0.003957480115005787,-0.46787686073540313,0.6405799921591205
latitudinal_shift,species_trait_driver,(Intercept),-0.804593099636554,0.27197702247423183,-2.9583127733254906,0.003617115269386928
latitudinal_shift,species_trait_driver,clutch_size,-0.003949493844001695,0.01283163201106493,-0.30779357143315683,0.7586841534851928
latitudinal_shift,species_trait_driver,longevity_y,0.007607877927998911,0.004480364126554646,1.6980490230487788,0.09165839125865624
latitudinal_shift,species_trait_driver,maturity_y,-0.0735669146840809,0.05354669021085319,-1.3738835097817097,0.17161271024518365
latitudinal_shift,species_trait_driver,avonet_hwi,0.002836598998324404,0.0020798703817577276,1.3638345077673324,0.17474774756591213
latitudinal_shift,species_trait_driver,log_elev_range,0.05546477145366785,0.03173390806554284,1.7478077814781452,0.08262879885649832
elevational_shift,species_trait_driver,(Intercept),103.26098942261292,160.06848850607383,0.6451050446365317,0.5198855951726642
elevational_shift,species_trait_driver,clutch_size,-14.551790581559924,7.551887738133886,-1.926907693301563,0.05596051248770889
elevational_shift,species_trait_driver,longevity_y,1.0248171327004363,2.636859199244984,0.3886506844938379,0.698108607095723
elevational_shift,species_trait_driver,maturity_y,12.512909180837728,31.514198106078297,0.3970562455284021,0.6919138557544272
elevational_shift,species_trait_driver,avonet_hwi,0.1133754635807802,1.2240802743844015,0.0926209383104368,0.9263334422387419
elevational_shift,species_trait_driver,log_elev_range,-3.7844981891275573,18.676572940728512,-0.20263343821898924,0.8397075724974675
