grid_cell,block_id,block_label,corrected_richness,effective_species,taxon_shannon,taxon_inverse_simpson,hill_shannon_effective,cwm_log_body_mass,cwm_clutch_size,cwm_longevity_y,cwm_maturity_y,cwm_avonet_hwi,cwm_log_range_size,cwsd_log_body_mass,cwsd_clutch_size,cwsd_longevity_y,cwsd_maturity_y,cwsd_avonet_hwi,cwsd_log_range_size,mean_trait_variability,life_history_trait_volume,life_history_trait_dispersion,life_history_trait_density,trait_rao_q,block_start,block_end,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,landcover_shrubs,landcover_grassland,landcover_water,hfi_2000,hfi_2005,hfi_2010,hfi_2015,hfi_2020,hfi_2024,hfi_mean,hfi_sd,habitat_diversity_shannon,habitat_diversity_richness,habitat_diversity_evenness,habitat_dominance,habitat_diversity_simpson,natural_landcover_fraction,human_modified_fraction,corrected_richness_ms,phylo_pd,phylo_sr,phylo_mpd_weighted,phylo_mntd_weighted,phylo_species_matched
55,1,2000-2004,88.41688005523025,92,4.82429981652087,115.13617516212395,124.49926552887192,2.1145923250098653,5.137542931253522,18.54044786645141,1.426608141317616,40.301560278648104,16.451799044400115,0.746149320062592,2.3064138484145955,9.603586036986544,0.7444947822420819,13.022651334527053,0.8805472628015665,4.550640430839072,1.834518065756297,2.658790830723417,48.19624385589224,0.14249349039358003,2000,2004,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283,88.41688005523025,2031.5728509999992,91,126.440726679098,19.985340368467277,91
55,2,2005-2009,90.71659418960756,97,4.836020226850652,116.73440961333162,125.96703262093753,2.1205270544498656,5.162537502853243,18.516679253444146,1.422237326168064,40.22738796288586,16.439060918600962,0.7405791235432617,2.2997265441644412,9.426936558983117,0.7342457780227372,12.981615892166905,0.8999915347388915,4.513849238603226,1.8313028428923812,2.6444358615175756,49.5366424737968,0.1421689218174434,2005,2009,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283,90.71659418960756,2128.7429809999994,96,126.73894483148692,20.1062182251499,96
55,3,2010-2014,93.07703682044507,100,4.854888740079481,119.32706735720218,128.36640838378744,2.115081118503596,5.15272744225834,18.461595053210214,1.41995712662217,40.043617820655335,16.426233751455033,0.7386511591501754,2.274258913657727,9.378601414928312,0.7274030209406462,12.932001725810125,0.909944305665201,4.493476756692031,1.8168503408832577,2.636421221486059,51.22988653825823,0.141848017326431,2010,2014,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283,93.07703682044507,2168.607891999999,99,126.41823857972372,20.30775726403319,99
55,4,2015-2019,94.06620997536534,97,4.852717525314667,118.90723522006877,128.087999694499,2.1357309484594698,5.177850491517523,18.596076312880015,1.4250779508168665,40.27972535480417,16.432883668952854,0.7323905729239166,2.2917764611170743,9.277269208146402,0.7247655074732985,12.86698357823686,0.9096393525016415,4.467137446733199,1.808754853358576,2.625043174460474,52.00605809056935,0.14178248994685305,2015,2019,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283,94.06620997536534,2122.784166,96,127.3935337237455,20.263548447453402,96
55,5,2020-2024,100.49275575589986,104,4.883923101939039,123.69941382999947,132.14807867041432,2.128427460347649,5.175338052822295,18.472169119903846,1.4235624823283841,40.01783257736254,16.411370380666124,0.7348212792175154,2.2704513039684158,9.2246264442373,0.7170218755337432,12.861400061556427,0.9138033583383918,4.453687387141966,1.7970807132518458,2.6300856605596454,55.92000126363642,0.14176663695287534,2020,2024,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283,100.49275575589986,2208.790366999999,103,126.75876808534714,20.30141777514819,103
56,1,2000-2004,86.28407186581427,89,4.805029629561339,112.55881085380071,122.12310942173755,2.1109387545568925,5.095134213009581,18.54359132082141,1.4273712749435667,40.5087773333487,16.46891514837438,0.7435572821435875,2.2770923699275127,9.638046743568388,0.7415849780399307,12.959374719098575,0.8720745975247162,4.538621781717119,1.8087134874204058,2.6510832727937257,47.70466547959066,0.14155369073383411,2000,2004,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243,86.28407186581428,2013.1758529999993,88,126.68340943201477,19.99827962382726,88
56,2,2005-2009,88.53705570485525,94,4.817079690518691,114.27311621154846,123.60360243569154,2.117578403870146,5.12278166571745,18.521693058018652,1.4230720218797555,40.4336672036764,16.455092416619095,0.7380993203795343,2.2737683094722505,9.45606030759831,0.7317552787384106,12.927068859038398,0.8926645129934139,4.503236098036719,1.8100010371190798,2.637736673123295,48.91547236115225,0.1412591205288144,2005,2009,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243,88.53705570485525,2096.612670999999,93,126.99117808665757,20.106848809537002,93
56,3,2010-2014,90.75368618123603,98,4.8337960231701995,116.57825801099548,125.6871676371062,2.1124989697827012,5.110122754369644,18.464458804909654,1.4216621611127613,40.24117622221915,16.44165188579697,0.7363481387299475,2.2458219166090294,9.405092624285917,0.725729290349037,12.889774991217394,0.9025517053909775,4.484219777763717,1.7952437120805962,2.6301191020833046,50.55229302324481,0.14095451731245567,2010,2014,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243,90.75368618123603,2151.1060829999997,97,126.62937974282754,20.302099295161565,97
56,4,2015-2019,91.74952884217939,98,4.832738273232548,116.37423278970759,125.55429233018701,2.134399666168678,5.1367568273671,18.60323088293731,1.426899890418327,40.499483597323426,16.447695312469143,0.7298944747341983,2.264953020332939,9.298462387730737,0.7231807390399165,12.823054760208207,0.9019955661398327,4.4569234913643045,1.7873683976581696,2.6186851285554127,51.33218700878379,0.14093030575536017,2015,2019,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243,91.7495288421794,2129.295283,97,127.63525655376802,20.234577277514514,97
56,5,2020-2024,97.96803792205552,103,4.863460638164611,120.95826805539488,129.4714816753355,2.1293318564531356,5.1430874301881895,18.48807606877169,1.4253585057135703,40.25496718084428,16.426645944888413,0.7323643027025303,2.24770220109404,9.240021269135335,0.7151057539581112,12.823144039136523,0.906306983782939,4.444107424968246,1.7775053218357446,2.6241083601601454,55.115468133101054,0.1409855363423016,2020,2024,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243,97.96803792205552,2201.347037999999,102,127.0620589323854,20.262158764992314,102
