grid_cell,richness_trend,shannon_trend,phylo_pd_trend,phylo_mpd_trend,trait_volume_trend,trait_dispersion_trend,trait_rao_q_trend,mean_corrected_richness,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,landcover_shrubs,landcover_grassland,landcover_water,hfi_2000,hfi_2005,hfi_2010,hfi_2015,hfi_2020,hfi_2024,hfi_mean,hfi_sd,habitat_diversity_shannon,habitat_diversity_richness,habitat_diversity_evenness,habitat_dominance,habitat_diversity_simpson,natural_landcover_fraction,human_modified_fraction,mean_temporal_beta,mean_temporal_shift_cwm
55,2.7501367187096974,0.0135943869300351,34.84762170000008,0.12906717047568522,-0.009742269454270633,-0.007680302738464461,-1.8401387519996357e-4,93.35389535930962,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283,0.03098692988490438,0.08853527472449535
56,2.6580405249806622,0.013252059992039865,40.90249820000003,0.14013774678516802,-0.008504897063023263,-0.007300136983504504,-1.4651235565192936e-4,91.05847610322809,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243,0.031019092501717485,0.08838437162284032
57,2.721833291535212,0.013211591668434875,48.16792879999993,0.13750551116258575,-0.008159661274920196,-0.0066838491032971,-1.5135123921611483e-4,93.74352799734226,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165,0.030164295722546565,0.08303543205502911
128,2.589384982024473,0.012217906248566708,27.97129639999972,0.11281733683297171,-0.00995735989081143,-0.006170692588078589,-2.2197278405562934e-4,101.18691176617384,G00128,122.62003628231469,52.82123800100551,10000,1.515458305676778,19.168930689493816,-18.658069610595703,703,150.33333333333334,10,82.07416280110677,381.6666666666667,37,374.3333333333333,37,10.143527348836264,19.63555908203125,1533.8038330078125,26.001415888468426,-25.66208330790202,51.663499196370445,17.639610926310223,-16.229069391886394,88,90.93404203047393,32045.444444444445,52997.22222222222,317968,479.3039178421248,0.16820696564496956,0.24998407961716135,0.004370149238245326,0.0031706467485509986,0.029412935069757538,0.19883880642444285,16.63632745658402,18.198976512503833,16.400780433047135,17.794472460198193,15.922294310763874,16.895745650856895,16.97476613732566,0.8635451361425657,1.2776458620744482,4,0.9216266746135555,0.38224824936522966,0.6931998000466197,0.3996293538877209,0.25435422885540665,0.026936641475369394,0.07468044298601115
129,3.1094345595326165,0.015115655409452334,43.77825799999993,0.15112876789420876,-0.009206053896052063,-0.00955877981320489,-1.969182794386292e-4,89.16163541093555,G00129,123.51835156643419,52.82123800100551,10000,4.796999979019165,21.233622487386068,-13.027902857462566,267.1333333333333,40.46666666666667,9,40.35984802246094,100.6,31.266666666666666,93.13333333333334,35.4,11.313011042277019,23.51317901611328,1404.18544921875,29.22423324584961,-18.935466639200847,48.15970001220703,19.342788569132487,-10.923261133829753,681.9333333333333,217.950343842244,22802.352697095437,37503.29045643153,180034.29045643154,117.1880886482684,8.705539365169454e-4,0.038604801903819146,0.002645738308909749,0.03073903276245205,0.43734265137192957,0.004117149713547478,7.546531581864309,7.545749231392472,7.476611652767565,7.7331308059703865,7.936783556763054,7.753460260631807,7.665377848231599,0.17325019528203067,0.5771652227974462,3,0.5253584260350537,0.8503319190352893,0.26763621270442406,0.47306938778444607,0.04125054021272889,0.03391666603629155,0.09021345177618861
130,3.1532965141414415,0.015321307465355774,43.48917380000016,0.16931549792979875,-0.008873044219741494,-0.00984592601314934,-1.9283911412326535e-4,88.61048846848342,G00130,124.41644529384645,52.82108709522525,9994.36303229091,5.05139023065567,21.237685759862263,-12.516701261202494,217.625,34.583333333333336,7.791666666666667,38.97302452723185,81.04166666666667,27.375,80.45833333333333,32.541666666666664,11.329144994417826,23.65816108385722,1381.7201436360676,29.414562543233234,-18.492145935694378,47.90670839945475,20.300434112548828,-10.357652703921,661.875,180.89759594143672,22818.812698412698,37055.37777777778,176790.2253968254,100.27018894971629,0.004529509659164534,0.036978683938039304,0.001839521189238604,0.05559601838781279,0.31509463583178543,0.009593342724058256,7.914029411735069,7.809078403371288,7.8542968546775285,7.793150911743977,8.017662534068084,7.861613700286662,7.874971969313768,0.08188850015658612,0.8574427533006617,5,0.53275913701068,0.7437937885833632,0.4212822494262829,0.38481350660282104,0.038818205127277905,0.03452261491056998,0.09058402238884891
198,3.0997556293640587,0.014909692312999122,37.5275962999999,0.19952500650276783,-0.008263653691856726,-0.008667030676224199,-1.628913125762978e-4,90.64099590947066,G00198,120.96829322790097,52.282076961806844,6741.925764880936,0.08378868736326694,18.584038734436035,-20.4655088697161,286.14285714285717,86,2.5,111.11174556187221,195.5,8.571428571428571,195.5,8.571428571428571,14.131544658115931,25.43113762991769,1580.7540457589287,26.708071572440012,-28.860482352120535,55.5685544695173,18.584038734436035,-20.4655088697161,871.8571428571429,37.387486888318335,23146.516728624534,41445.96282527881,67327.38661710038,257.3884376427399,1.048846231705956e-7,0.011104704827669459,1.1412945753055349e-4,0,0.9683946210087648,0.00913483666825483,6.933553642302315,6.960785940823563,6.958920101094042,7.021202659197734,7.084710157561458,7.090262908456543,7.008239234905942,0.06783194708346561,0.11511506887378879,2,0.16607593899580655,0.979414605471941,0.04053552507656455,0.9775295625616429,0.011218834285200012,0.03400834983173592,0.08774912138498503
199,2.880315517628835,0.014204662855471333,35.93079730000003,0.15132515693317908,-0.009502730999609153,-0.008162664746711543,-1.7703788624380253e-4,92.48151766132771,G00199,121.72172099819515,52.27498606676315,9999.999999999642,-0.9494809189604388,17.084046416812473,-21.154618051317,346.22222222222223,106.55555555555556,3.5,111.37364281548395,235.72222222222223,11.5,235.72222222222223,11.5,14.266848352220324,25.924586296081543,1551.1011623806423,25.092333369784885,-29.945750024583603,55.03808297051324,17.084046416812473,-20.990437507629395,975.7777777777778,69.32579144501074,28712.231884057972,50331.264492753624,171561.24637681158,446.6998052187337,1.3175099419211231e-5,0.019722356450190406,2.4808129780486555e-4,2.842524089647172e-8,0.9448489768480162,0.0019248720916125368,7.300285853009372,7.299169059432693,7.239017527581869,7.353408410904695,7.492239943529376,7.474894725509621,7.359835919994604,0.10260061348883001,0.11646333096619402,2,0.16802107003033817,0.9773381498606676,0.04438992921624907,0.9467870524642887,0.01997043774799527,0.032502991974877715,0.09118398910390435
203,2.8961222600012655,0.013941977820105677,37.71833740000016,0.15055691892727968,-0.009418019040780257,-0.007890693467937764,-1.8310497964938647e-4,92.88734453213881,G00203,125.31498213467323,52.27498606676315,10000,4.508721510569255,21.11178601582845,-13.633086013793946,417,141.93333333333334,1.3333333333333333,126.68534291585287,310.2,5.333333333333333,310.2,5.333333333333333,12.945501391092936,26.032850774129233,1409.7165852864584,27.69448331197103,-22.041366704305013,49.73585001627604,21.11178601582845,-13.633086013793946,262.2,63.246908450701596,28261.200607902734,50233.574468085106,167584.39209726444,427.1751228942778,0.022730260209355257,0.609721280762882,0.01420834806322895,4.736044523486445e-6,0.32676184632507166,0.007643685250732656,14.96687197725686,15.566245028485273,15.450954080841317,15.852531656863023,16.17797832300948,16.067927427773157,15.680418082371519,0.4477030325378238,0.8482260744251264,4,0.6118657755629213,0.6214859117122254,0.5020145626971066,0.3571405278296831,0.6239296288261109,0.03222521396558603,0.08820010301155437
204,2.841492880852743,0.01388072474430254,37.12965889999984,0.1558720365573112,-0.009564433543552419,-0.00781251221985666,-1.795925930562607e-4,92.97618887557833,G00204,126.03928756661632,52.24244350881215,5847.582596973597,4.896234379874335,22.03932868109809,-14.205976804097494,404.27777777777777,133.94444444444446,1,122.18346574571397,291.3888888888889,5.166666666666667,291.3888888888889,5.166666666666667,11.842848406897652,23.26821295420329,1470.168409559462,28.224805619981552,-22.67762502034505,50.90243064032661,22.03932868109809,-14.205976804097494,138.77777777777777,6.548960901462835,30323.255591054312,52666.565495207666,245472.04792332268,518.3208207394775,0.044151438957054166,0.714080618134195,0.016829229221902088,1.949199209389531e-4,0.13340238991207154,0.030716053556595277,15.91710803828977,16.042087231475584,16.042767454756817,16.505114777589487,16.510925083992056,16.44105781245176,16.24317673309258,0.27069514231572306,0.8150056514100753,5,0.5063914830845929,0.760165944823132,0.39838108143155193,0.20846480234665993,0.7309098473560971,0.0322512641319448,0.08987099725537998
