grid_cell,block_id,prev_block_id,temporal_beta_bray,temporal_beta_jaccard_prob,delta_corrected_richness,temporal_shift_cwm,temporal_shift_trait_volume,block_start,block_end,block_label,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,landcover_shrubs,landcover_grassland,landcover_water,hfi_2000,hfi_2005,hfi_2010,hfi_2015,hfi_2020,hfi_2024,hfi_mean,hfi_sd,habitat_diversity_shannon,habitat_diversity_richness,habitat_diversity_evenness,habitat_dominance,habitat_diversity_simpson,natural_landcover_fraction,human_modified_fraction
55,2,1,0.030737945526079564,0.05964260006046551,2.299714134377311,0.0352703928577521,0.0032152228639157343,2005,2009,2005-2009,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283
55,3,2,0.02939394670226929,0.05710922780619543,2.360442630837511,0.05626156710035286,0.014452502009123513,2010,2014,2010-2014,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283
55,4,3,0.02580303536560292,0.050307972341700924,0.989173154920266,0.1384522124203704,0.0080954875246817,2015,2019,2015-2019,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283
55,5,4,0.03801279194566574,0.07324147108903034,6.426545780534525,0.12415692651950601,0.01167414010673018,2020,2024,2020-2024,G00055,121.76672167788523,53.220628624847755,4638.8653776575975,-2.7025031805038453,16.75038537979126,-24.801935291290285,391.55,114.6,2.1,118.62791938781739,280.2,7.05,280.2,9.55,13.553676986694336,23.626608657836915,1688.2488220214843,24.235887241363525,-33.13223724365234,57.3681245803833,16.75038537979126,-21.184926986694336,691.1,70.53920149369725,29134.695804195806,51501.793706293705,181443.7902097902,467.2126505178077,0.02360097958811307,0.1991356549312342,0.005322933434708624,1.050724639354903e-5,0.757212278577722,0.0011187466450956302,5.837012427353127,5.7519054088219574,5.942558980234067,5.934544021760662,6.153266099444278,6.073371666692727,5.948776434051137,0.14753345878760196,0.6513122997173261,3,0.5928500039872457,0.7676514941566879,0.36935236247342274,0.7819425120573242,0.20445858836594283
56,2,1,0.030696004401528715,0.059563642956687146,2.2529838390409793,0.03614531885212994,0.001287549698673951,2005,2009,2005-2009,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243
56,3,2,0.029161162994102135,0.05666976960005843,2.216630476380786,0.05885402385128368,0.014757325038483593,2010,2014,2010-2014,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243
56,4,3,0.02591231226242043,0.05051564729791913,0.995842660943353,0.14308786739279122,0.007875314422426616,2015,2019,2015-2019,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243
56,5,4,0.03830689034881866,0.07378722168731722,6.218509079876128,0.11545027639515647,0.00986307582242496,2020,2024,2020-2024,G00056,122.6259880512578,53.26185729168209,6302.303486006403,-3.6829461753368378,15.050531188646952,-24.69463539123535,447.4166666666667,131.04166666666666,2.5833333333333335,117.39023558298747,316.6666666666667,8.833333333333334,316.6666666666667,10.041666666666666,14.1509637037913,25.13144103686015,1618.5945994059246,22.82476043701172,-33.487354596455894,56.31211471557617,15.050531188646952,-21.47419285774231,826.6666666666666,63.364142010711575,26023.00699300699,47410.381118881116,123878.6958041958,662.9672996830706,0.5189446592477265,0.13443953313946813,9.387412733643082e-4,5.636070882925295e-6,0.3345197263074124,2.39117016462842e-4,2.9919444176733254,2.957272948858391,2.8812491522913692,3.2488271065596876,3.428909767085782,3.40634615665062,3.152424924853196,0.23982819981126471,0.9849987485484074,3,0.8965844991071049,0.5246701680741167,0.5918589200928571,0.8537091386424847,0.13537827441283243
57,2,1,0.029784831738333236,0.057846708982991824,2.281104326225673,0.03261819487543191,8.495697086841059e-4,2005,2009,2005-2009,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165
57,3,2,0.02861394431358559,0.05563592535716633,2.3507292315296837,0.05463999660896458,0.014310646085189838,2010,2014,2010-2014,G00057,123.50381425901432,53.28723680119337,7211.3504475356285,-3.938072347640991,14.11705002784729,-23.709556102752686,501.4,149,2.45,117.14121856689454,352.75,9.85,352.75,9.9,14.843226051330566,26.70332670211792,1542.5829162597656,22.42281255722046,-33.16041240692139,55.58322467803955,14.11705002784729,-23.540270709991454,936.5,51.20598238076238,25104.941391941393,45278.91575091575,75632.91941391942,527.8115715422773,0.8798473698490601,0.0047449946284881485,9.649221719170162e-4,1.341921646695737e-7,0.11370921891268512,4.299516944491899e-5,2.1597437483791877,2.2538759717459205,2.1458203049346856,2.2521772060388416,2.19622793314706,2.1794333074272902,2.1978797452788315,0.046024625505794454,0.3919465662270399,2,0.5654593673892081,0.880455205374044,0.21182749350758467,0.9935997181233549,0.005709916800405165
