source_short,metric_x,metric_y,spearman,pearson
China_Birdwatch,n_events,n_events,1,1
China_Birdwatch,n_events,n_visits,0.9976923076923077,0.9999943032011746
China_Birdwatch,n_events,n_observers,0.9834430897496549,0.998486564541302
China_Birdwatch,n_events,n_birding_days,0.996728084367194,0.42188564727140865
China_Birdwatch,n_events,n_grids,0.9930769230769231,0.9673474454410641
China_Birdwatch,n_events,n_species,0.9907692307692307,0.5277986811105654
China_Birdwatch,n_events,total_duration,0.9423076923076923,0.6054743692627679
China_Birdwatch,n_visits,n_events,0.9976923076923077,0.9999943032011746
China_Birdwatch,n_visits,n_visits,1,1
China_Birdwatch,n_visits,n_observers,0.9884488689848724,0.9985941041647028
China_Birdwatch,n_visits,n_birding_days,0.9990379988153218,0.42324633373077086
China_Birdwatch,n_visits,n_grids,0.9961538461538463,0.9673872548747744
China_Birdwatch,n_visits,n_species,0.9930769230769231,0.5289670781752867
China_Birdwatch,n_visits,total_duration,0.94,0.6064805555702795
China_Birdwatch,n_observers,n_events,0.9834430897496549,0.998486564541302
China_Birdwatch,n_observers,n_visits,0.9884488689848724,0.9985941041647028
China_Birdwatch,n_observers,n_observers,1,0.9999999999999999
China_Birdwatch,n_observers,n_birding_days,0.9868953738860954,0.42216803687681986
China_Birdwatch,n_observers,n_grids,0.991529348514237,0.9569302141247986
China_Birdwatch,n_observers,n_species,0.9872936891613606,0.5245995305637796
China_Birdwatch,n_observers,total_duration,0.9229886789858742,0.5922652445430069
China_Birdwatch,n_birding_days,n_events,0.996728084367194,0.42188564727140865
China_Birdwatch,n_birding_days,n_visits,0.9990379988153218,0.42324633373077086
China_Birdwatch,n_birding_days,n_observers,0.9868953738860954,0.42216803687681986
China_Birdwatch,n_birding_days,n_birding_days,1,1
China_Birdwatch,n_birding_days,n_grids,0.9951881414017754,0.5649939113836262
China_Birdwatch,n_birding_days,n_species,0.9928782269536474,0.977063647327414
China_Birdwatch,n_birding_days,total_duration,0.9416751233534788,0.8917751300748695
China_Birdwatch,n_grids,n_events,0.9930769230769231,0.9673474454410641
China_Birdwatch,n_grids,n_visits,0.9961538461538463,0.9673872548747744
China_Birdwatch,n_grids,n_observers,0.991529348514237,0.9569302141247986
China_Birdwatch,n_grids,n_birding_days,0.9951881414017754,0.5649939113836262
China_Birdwatch,n_grids,n_grids,1,1
China_Birdwatch,n_grids,n_species,0.9907692307692307,0.6634577574531719
China_Birdwatch,n_grids,total_duration,0.9276923076923077,0.7632289947562784
China_Birdwatch,n_species,n_events,0.9907692307692307,0.5277986811105654
China_Birdwatch,n_species,n_visits,0.9930769230769231,0.5289670781752867
China_Birdwatch,n_species,n_observers,0.9872936891613606,0.5245995305637796
China_Birdwatch,n_species,n_birding_days,0.9928782269536474,0.977063647327414
China_Birdwatch,n_species,n_grids,0.9907692307692307,0.6634577574531719
China_Birdwatch,n_species,n_species,1,1
China_Birdwatch,n_species,total_duration,0.9315384615384616,0.9129329997622626
