grid_cell,period,corrected_richness_mean,shannon_mean,inv_simpson_mean,trait_volume_mean,trait_dispersion_mean,rao_q_mean,feve_mean,fdiv_mean,pd_prob_mean,mpd_prob_mean,fric_prob_mean,fdiv_fund_mean,feve_fund_mean,fdis_prob_mean,fmpd_prob_mean,raoq_fund_mean,cwm_pc1_mean,cwm_pc2_mean,pd_prob_mctavish_mean,mpd_prob_mctavish_mean,corrected_richness_sd,shannon_sd,inv_simpson_sd,trait_volume_sd,trait_dispersion_sd,rao_q_sd,feve_sd,fdiv_sd,pd_prob_sd,mpd_prob_sd,fric_prob_sd,fdiv_fund_sd,feve_fund_sd,fdis_prob_sd,fmpd_prob_sd,raoq_fund_sd,cwm_pc1_sd,cwm_pc2_sd,pd_prob_mctavish_sd,mpd_prob_mctavish_sd,corrected_richness_q025,shannon_q025,inv_simpson_q025,trait_volume_q025,trait_dispersion_q025,rao_q_q025,feve_q025,fdiv_q025,pd_prob_q025,mpd_prob_q025,fric_prob_q025,fdiv_fund_q025,feve_fund_q025,fdis_prob_q025,fmpd_prob_q025,raoq_fund_q025,cwm_pc1_q025,cwm_pc2_q025,pd_prob_mctavish_q025,mpd_prob_mctavish_q025,corrected_richness_q975,shannon_q975,inv_simpson_q975,trait_volume_q975,trait_dispersion_q975,rao_q_q975,feve_q975,fdiv_q975,pd_prob_q975,mpd_prob_q975,fric_prob_q975,fdiv_fund_q975,feve_fund_q975,fdis_prob_q975,fmpd_prob_q975,raoq_fund_q975,cwm_pc1_q975,cwm_pc2_q975,pd_prob_mctavish_q975,mpd_prob_mctavish_q975
56,P1,187.5711074764115,5.534796234096102,228.60719895872657,1.5130517916686517,1.1349964500895413,1.6281740694304099,0.06847075629723234,0.8892119547019299,NA,NA,22.05704737711647,0.6045080223389541,0.16725444333986852,1.1710142534506234,1.6353309138575611,1.663163369883267,-0.1440743838809818,0.13285453241279077,851100.5684642638,132.80866240529193,4.030420692631461,0.018606629872576257,4.6554015438793,0.018766038473453758,0.019028345673282494,0.027764639000651452,8.64102842744379e-4,0.008783173797746643,NA,NA,0.43843221686243194,0.016467529920800708,0.006894480710233994,0.03195130251881373,0.027912219522632512,0.04645900332985875,0.10528236953108805,0.08971603838985366,18345.134519416795,0.9071412858747031,180.65161965270048,5.502151332883746,220.47531433374482,1.4753693473148217,1.0972876181120925,1.5743532800197138,0.06689843922399238,0.8730102353520424,NA,NA,21.096597038268957,0.5715094162020015,0.15383185143920466,1.1080885964873266,1.5813975936909,1.5781676763813872,-0.21163873170053352,-0.15637371670917802,819810.1888804286,131.20236830816498,195.52699414084336,5.573230980442537,238.39057879036747,1.5516626461985994,1.1721964588327927,1.6817030374378878,0.0703563902427162,0.906566512132413,NA,NA,22.206944250809443,0.6137153379975284,0.18047514738616444,1.2363473843359845,1.6893775667205941,1.7594456705816046,0.1941834780093969,0.1873616197258145,888534.1907425154,134.555845927302
57,P1,198.7370890407027,5.601811651737137,244.17656998914265,1.4866831556031213,1.08928851237814,1.580993452301142,0.06924197017388066,0.9126563076914542,NA,NA,21.90576256940783,0.6007607561930209,0.15900976304240813,1.1218924396956684,1.5874971456764966,1.6098313141864051,-0.10563907796011747,0.09507657982477667,901506.5288638552,131.2369294400167,3.6514515197124067,0.015011210951058623,4.168608558263352,0.01754419480614946,0.018376099133740362,0.026196275421347868,0.0012078665493091155,0.008466448168072953,NA,NA,0.48081653767436844,0.023934967394833202,0.006330078328699672,0.03139766913749413,0.02632664970697866,0.044946571701386294,0.11014294607970894,0.09161071729241908,16684.77649273358,0.846931981270158,191.63787483664768,5.5747036231887455,236.18778187626856,1.4498856844774002,1.0514011298280403,1.5274502371630876,0.06737898700327108,0.8971506590296687,NA,NA,21.096597038268957,0.5692150547837552,0.147373909429934,1.05602149973187,1.5336855720200055,1.5182194705445078,-0.17948239226756743,-0.1366558155441904,870164.2309781394,129.69195957291166,205.86896658581884,5.631980474135457,252.6524196068539,1.5193065321104626,1.124932671174384,1.630637398847272,0.07211742897914451,0.9296646382396692,NA,NA,22.206944250809443,0.6922209195634162,0.1715501649204701,1.182980233920431,1.637349346188338,1.694173493800255,0.17106450246089,0.15885939538499824,934136.7543079432,132.90058246228114
128,P1,200.3060958908239,5.6004354655384,245.8220719812383,1.512388527406207,1.095415515695288,1.5999864107849993,0.06926298945358121,0.9211978033530277,NA,NA,22.197228712699705,0.6010716395192726,0.15059021899673602,1.140585492992277,1.6065243020489732,1.6453374388563313,-0.09423003339118163,0.09723795587549904,908852.8512297091,130.839017112178,4.025693221100017,0.015294733628320291,4.365347836569743,0.019626720698290735,0.02132842858298428,0.03067574965348552,0.0011019101070790106,0.009585195479973052,NA,NA,0.09166571052295301,0.008422844789315487,0.007269742952216596,0.03509388072490188,0.030828309304273892,0.05033390823348322,0.10390070347144244,0.0941463664151645,18363.18090391198,1.006608304953334,192.7607761678168,5.570685526948161,237.12201441715754,1.4739439687993998,1.0569409959136997,1.5406766132212677,0.06735816173421912,0.9030310301042981,NA,NA,22.20694425080942,0.5956519089257829,0.1356848866990786,1.0738008527627727,1.5469876128717546,1.5515524430962881,-0.16934036548518325,-0.13893926168128407,874080.790200933,128.84193358600058,208.4500975806133,5.630155432222734,253.84263165951504,1.5515108692909252,1.140237808065367,1.659388413374364,0.07218923931879692,0.9392264155476164,NA,NA,22.206944250809443,0.6067744373411443,0.16312108412088935,1.2165086364650624,1.6662187140428761,1.739157176262025,0.16607866936516683,0.1650302941916378,947208.4219014539,132.75725289184575
198,P1,179.75110477427407,5.53405611010288,225.49756225701603,1.4941989828861488,1.1117032789885428,1.5986067226931484,0.06764359677898117,0.896945404285068,NA,NA,22.087581925461333,0.6045283896515927,0.16820317434983076,1.1563663009160694,1.6057296728536419,1.6390014392705214,-0.12439238677177428,0.1164128323480629,815471.9313796216,132.73473748142163,3.0047510986068793,0.013716202178367862,3.5036255011414674,0.017932213410738012,0.01834787116737731,0.026242200417414697,0.0011082086305661987,0.008233975133027031,NA,NA,0.35971846576887423,0.012028107267442415,0.0069391567854204484,0.03087208660264927,0.026384099414882588,0.04475456123345727,0.1142601707418637,0.09805372546079173,13705.575666709487,0.8536095534804713,173.77504303556123,5.508404991572411,218.96871540292116,1.4599121983418824,1.0756470896638506,1.5504339737636774,0.06555394649202582,0.8821520775451352,NA,NA,21.096597038268957,0.575177499843122,0.15468314857506696,1.1038734595683903,1.5573986278880039,1.5583373777737266,-0.19206009428999976,-0.1581082599097809,787525.9087506181,131.03313539853684,185.9293648354424,5.56194509097071,232.64051133635303,1.5310520275554276,1.1469407771002946,1.6515655349700875,0.06982485188195005,0.9135297966347811,NA,NA,22.206944250809443,0.6130557487650492,0.1813150603922754,1.2203472917873448,1.6591052275893985,1.7310729650313441,0.18964613509155953,0.17747816327191587,843332.302442648,134.30325427014873
199,P1,212.3046106136814,5.670369736273982,263.40850991567004,1.4725847126358085,1.050081744601466,1.5448151598978903,0.06974400322002292,0.9375344907238422,NA,NA,22.070926717273224,0.6001672651125676,0.1460898209548702,1.0789259625795893,1.5507037472414762,1.5724457099568176,-0.10524792849586026,0.09826134312942233,963404.667607087,129.94667170639207,3.52062071165322,0.0121715050631583,3.7570974094500915,0.016300764251752635,0.018085182247922882,0.02474532589298308,0.001279846432885023,0.00870556552824133,NA,NA,0.35155135996472187,0.018855663270497675,0.006197910590868515,0.03244400674620806,0.024860153307863342,0.04504500273130622,0.06423890325738016,0.05691174056311496,16050.89275281575,0.8619354889594516,205.73592821924862,5.649869624497571,256.7487381085033,1.4435172215176353,1.0146828181128698,1.4993697517239843,0.06759758372114437,0.9216247360872252,NA,NA,21.096597038268957,0.5666430338542597,0.1357086802060449,1.016130084451995,1.5050593549626026,1.4890678227772758,-0.14898534210506906,-0.10838674401979645,933057.0469957341,128.19384148852885,219.5214214931568,5.696095254335042,271.1822900826312,1.5066873768511546,1.084601692456519,1.5951002216757109,0.07250263230671442,0.9549702112211774,NA,NA,22.20694425080944,0.6858393351751016,0.15828047159644598,1.1426757088536106,1.601173859055441,1.6675674132347478,0.13172199725493117,0.13777753352004143,996267.9617193089,131.52031630762463
203,P1,176.97805964683212,5.387810910746625,203.4612940385764,1.5428479168708493,1.2091884285085914,1.6971548415178452,0.06675135638818429,0.8451265788229925,NA,NA,20.40401796444684,0.6056340423734523,0.16383284666762762,1.2299278356868122,1.7055408631626665,1.7129230809616696,-0.10340847867076533,0.12564933930682065,802865.4432961515,135.79232162546853,3.481257965923189,0.016436526892883743,3.6595879197353685,0.017918900319943386,0.018716835370249194,0.027376175817463367,4.4971478735008935e-4,0.008285676784242704,NA,NA,0.7932082835642836,0.06241217520478624,0.008197517196098987,0.028825281892624725,0.027553825099285216,0.04290383448067691,0.18278750438980376,0.20059848048733647,15982.580484388429,0.8709591134188568,169.88484699379381,5.357738336018144,196.65926712835207,1.5085066896453392,1.173458664892827,1.641731678546841,0.06577113924813516,0.8294292802578502,NA,NA,18.875902613188018,0.5153817916456338,0.14896247844797877,1.171086721447036,1.649834091694439,1.626424120827546,-0.23770599403449505,-0.25018511540287347,769716.4693622447,133.991680832896,183.58519449374597,5.41926322119945,210.61246143640687,1.5770833924128294,1.2449345547065263,1.7489908966614256,0.06769393367194289,0.8620604261457911,NA,NA,22.206944250809432,0.678385766506803,0.1811820475579136,1.2864616094792516,1.7577409832780864,1.7968395133876833,0.2368511868699904,0.26405790468684104,834260.0479332845,137.42055408605285
270,P1,172.70916543249302,5.4718028669703,213.2360247963074,1.5109128460796517,1.1507639859347787,1.638514278976561,0.06742162678792697,0.8743286732326657,NA,NA,22.015409356646202,0.6061268506995146,0.17309549966559046,1.1894387413772414,1.646236510684917,1.6763958881000531,-0.15058066591924518,0.14933966678769867,783751.0703502131,134.03364301171004,2.8464017490120512,0.01280079056361966,3.0950617291611393,0.015222336126948281,0.016430884556136123,0.0230235843499395,9.76776037933986e-4,0.007726926029154206,NA,NA,0.5172792243172604,0.016677927436355235,0.007256094229996385,0.028802493514697804,0.02315746984654654,0.03951734562006368,0.11121001499106048,0.10257686452339002,12976.127594929412,0.7613887071645611,167.33760502698928,5.447483330479694,207.47799651960779,1.4824694745805413,1.1193170106157517,1.5956636051606834,0.06564944574550657,0.8608422777389354,NA,NA,19.986249825728496,0.5509266063205234,0.15846401814689867,1.1301966282517337,1.603098458749761,1.5984561156314987,-0.20901492294455845,-0.18238600372822036,758867.5019877829,132.55658760536258,178.6693788628254,5.498547880950925,219.70614126516494,1.5404430326846155,1.1835414749376338,1.6851784564957812,0.06945386100781159,0.8887906905917347,NA,NA,22.206944250809443,0.6168769865123268,0.18724137898942428,1.244756034755267,1.6931776712596835,1.7508874604505733,0.20833278811689815,0.20468065757330922,811318.0184515661,135.428611376608
271,P1,177.2728297445322,5.510743420145422,220.70040911318054,1.5009250419631195,1.1269352207989727,1.6166331277120227,0.0681425681477235,0.8890096704641357,NA,NA,21.91825397554891,0.6013906706603876,0.1712290951595096,1.1640783252033293,1.623993451318141,1.6497717495989785,-0.13571327352994142,0.1329664882341764,804444.8857188696,132.93106949891956,2.902005804674564,0.013084250032474945,3.251823962582375,0.016876409861139082,0.01765935650910737,0.02496091747016517,0.0012108886151704628,0.007971951859200393,NA,NA,0.5612899577844015,0.018604642251624955,0.006930136855814538,0.029971452730468723,0.02509860694254669,0.04227880090082635,0.10404643387171716,0.09442138768515912,13278.890730320085,0.8080949706938294,171.55417111815584,5.486281753139561,214.635335704601,1.4701224077395783,1.0938019392184517,1.5700435850403978,0.0659773437023737,0.8755155016222926,NA,NA,21.096597038268957,0.5726978082748487,0.1578420576578886,1.1075385825015136,1.577121597625357,1.572998375260069,-0.193954682186884,-0.16650357128046456,779000.2468060702,131.33664402237005,183.4654214462753,5.5377739160054205,227.04416829936568,1.5342937821555047,1.1602837427995012,1.6692304210112123,0.07072334465534726,0.9041882689547592,NA,NA,22.20694425080944,0.6135692382821011,0.18420586573730074,1.2267601900850555,1.6768780830361214,1.7367641858254201,0.19003266478139122,0.18749635008736512,833722.7322002267,134.43212084763994
272,P1,177.87865262916313,5.51226693077807,221.13111931305545,1.5037475099094906,1.1297867898063034,1.6223858026402147,0.06854907876753329,0.8888225300975303,NA,NA,21.71006387319757,0.598447402740479,0.17117924908162926,1.1651515847042502,1.6297577950521989,1.653260938109579,-0.13480839027744668,0.13373210376786038,807178.974807498,132.83899707098877,2.9018157899605925,0.012854116111303451,3.2200844739183188,0.016912677847496345,0.017637600276782493,0.024905189761548194,0.0012503546449905741,0.007973415276306385,NA,NA,0.6174837590436436,0.024867420933024062,0.007265048525088224,0.029817917909090413,0.02504053089403936,0.042427584038382586,0.10150197459927277,0.09316480600597528,13283.520075192828,0.7972727894246615,172.38070315673468,5.4886552442364405,215.17232446900252,1.472127255203441,1.0970606939360716,1.5755547405126302,0.0663458645942357,0.8752275156344713,NA,NA,21.09659703826895,0.5724293450778575,0.15759628070082266,1.111075671432241,1.582648402907085,1.5765295286208627,-0.19296774886110352,-0.16595188608859968,782943.7427233419,131.27111242598517,184.18548044081294,5.539099678365314,227.55589854810353,1.537927154986226,1.1638524916281947,1.675904269959451,0.07122937076518039,0.9040515163000238,NA,NA,22.20694425080944,0.6906497837679054,0.18543108487062177,1.2269801459548162,1.6836558676046072,1.7365532585433237,0.18842855301273256,0.18786859145943874,836994.8994976856,134.37283107851306
274,P1,207.611716419503,5.654058250447809,257.6314313265112,1.5014037050700546,1.09422887910021,1.602442327612608,0.07136950313627197,0.9192582155492202,NA,NA,21.741986355558108,0.6273190531910395,0.15631479455950217,1.129428124724385,1.6086883123147904,1.6377645241525431,-0.12405311399097675,0.1164437763290323,942402.5385920539,130.22883475273153,3.5141175546924326,0.01271511937280175,3.8665273345191076,0.0164565807906444,0.01783892020791121,0.024895968707052525,0.0013299447255317946,0.008177059506043118,NA,NA,0.4398372863100459,0.04824016427765593,0.006729125234236869,0.03284691422532437,0.025021255479042354,0.04618657314881685,0.05366283285054443,0.04730913196732351,16051.279493647617,0.8111625513180526,201.4285940294373,5.631184655546076,250.84586269087944,1.469127394184394,1.0588665157137545,1.5544936349819294,0.06883141821998458,0.904672340686221,NA,NA,21.096597038268957,0.5703382132204642,0.1433003355898137,1.0659758757154476,1.560496585406758,1.548683863486959,-0.16045307139132953,-0.10906646051207847,914185.0628701701,128.6450250512426,214.93286310466198,5.677997192301209,265.4174091974108,1.5339937771351395,1.1326211361910412,1.6538662565162396,0.07332123179959225,0.9361893081288031,NA,NA,22.20694425080944,0.6948555624314269,0.17058936694509313,1.1951527631067316,1.660337591166278,1.7294393565164823,0.1292294993856209,0.14959052380834878,975245.0393164615,131.69163252612998
